Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,LR_Signal
2014-03-24,163.2087190323434,163.409638531261,161.26950064986198,161.97705078125,121411000,0.0,0,0
2014-03-25,162.79816720420564,163.296080763829,161.83730173146532,162.74575805664062,103852000,0.0,0,0
2014-03-26,163.3834850248121,163.64554418795208,161.531623375353,161.57530212402344,119843000,0.0,0,1
2014-03-27,161.3831162137239,161.89849076075217,160.64061751934753,161.234619140625,142383000,0.0,0,1
2014-03-28,161.69753760228807,162.84184843795975,161.6014497206504,162.02947998046875,101642000,0.0,0,0
2014-03-31,163.0602294494991,163.61055216741514,162.05568522458006,163.3572235107422,99745000,0.0,0,0
2014-04-01,163.8900916450626,164.53650232222287,163.34851260647514,164.44041442871094,89193000,0.0,0,0
2014-04-02,164.65004985092307,165.20910300143083,164.34431203611854,164.99072265625,78774000,0.0,0,0
2014-04-03,165.244095748095,165.28777449817343,164.2657557249765,164.77239990234375,77435000,0.0,0,0
2014-04-04,165.67204389176456,165.706978877147,162.56231036654188,162.82435607910156,169381000,0.0,0,1
2014-04-07,162.43128746676916,162.70207694447996,160.6929885631892,161.02491760253906,140803000,0.0,0,1
2014-04-08,160.95504416904294,161.95085800592406,160.36978644576774,161.68881225585938,112660000,0.0,0,0
2014-04-09,162.12555532571938,163.47950265017684,161.65384636910832,163.42709350585938,100254000,0.0,0,0
2014-04-10,163.41837318112925,163.49698690245916,159.79325163845348,159.99417114257812,172959000,0.0,0,1
2014-04-11,159.1031332292896,160.22123917525556,158.37810911405205,158.5528106689453,167251000,0.0,0,1
2014-04-14,159.79325820892137,160.17760974528645,158.49171989490506,159.802001953125,132382000,0.0,0,1
2014-04-15,160.1339439251309,161.01619571031827,158.5528590493817,160.9026336669922,157093000,0.0,0,1
2014-04-16,162.01201941473113,162.59727716876452,161.29572544990032,162.5885467529297,105197000,0.0,0,0
2014-04-17,162.37016743907603,163.26989344436592,162.09063418401783,162.81565856933594,105255000,0.0,0,0
2014-04-21,162.85930284376434,163.4358300636631,162.65839668975468,163.38340759277344,68329000,0.0,0,0
2014-04-22,163.54937306872432,164.57139128903674,163.4620289447014,164.1259002685547,85790000,0.0,0,0
2014-04-23,164.06477382810746,164.1521179591117,163.61053902870358,163.74156188964844,73869000,0.0,0,0
2014-04-24,164.54521251021453,164.56268666930845,163.2873396330134,164.07351684570312,88170000,0.0,0,0
2014-04-25,163.54071453615472,163.63680244502672,162.3614550480787,162.72833251953125,100380000,0.0,0,0
2014-04-28,163.39216462661474,163.95121773502575,161.5665082773061,163.24366760253906,135121000,0.0,0,0
2014-04-29,163.7677770979013,164.25694691570112,163.41837389343797,164.00363159179688,84098000,0.0,0,0
2014-04-30,163.73285375570333,164.65878430938483,163.50572966065621,164.49281311035156,101508000,0.0,0,0
2014-05-01,164.41416603834347,164.95574493261148,163.98613583969149,164.51025390625,93019000,0.0,0,0
2014-05-02,164.4927791091139,165.21780332251691,164.0298139279697,164.27439880371094,98122000,0.0,0,0
2014-05-05,163.47077624384556,164.7024444810126,163.01654143382876,164.58888244628906,75883000,0.0,0,0
2014-05-06,164.22200811155204,164.33557014835935,163.12137604707266,163.15631103515625,85454000,0.0,0,0
2014-05-07,163.7066314192107,164.19580121873565,162.48369359152096,164.1171875,106500000,0.0,0,0
2014-05-08,163.96869226730985,165.1392076330774,163.41836957239752,163.94247436523438,93618000,0.0,0,0
2014-05-09,163.96870766295604,164.25695799519858,163.20000456663251,164.1870880126953,83679000,0.0,0,0
2014-05-12,164.9208515719211,165.8642563325023,164.22203174976323,165.78562927246094,86940000,0.0,0,0
2014-05-13,166.00401305407007,166.33595547543206,165.76817185572526,165.93414306640625,66454000,0.0,0,0
2014-05-14,165.7856314088687,165.86425846992333,164.91210995213456,165.14796447753906,72367000,0.0,0,0
2014-05-15,164.81602819285266,164.85097651659535,162.89428358229006,163.6979217529297,154956000,0.0,0,0
2014-05-16,163.7939618456731,164.33555407457652,163.10388593527966,164.2656707763672,97458000,0.0,0,0
2014-05-19,163.95122338384274,164.99944633211942,163.8027263546507,164.86842346191406,63839000,0.0,0,0
2014-05-20,164.7897992143881,164.80727337367207,163.40964719515216,163.8289337158203,111644000,0.0,0,0
2014-05-21,164.300606376486,165.2876896401858,164.27440180566887,165.20907592773438,89093000,0.0,0,0
2014-05-22,165.2527539452222,165.9515736544191,164.97323405886982,165.61090087890625,61549000,0.0,0,0
2014-05-23,165.7593925904797,166.38832897571896,165.61089557297555,166.2747802734375,61092800,0.0,0,0
2014-05-27,166.89500349820057,167.34923837719367,166.79891560704587,167.2968292236328,72010000,0.0,0,0
2014-05-28,167.2968224923115,167.558881578451,166.89499678304705,167.17453002929688,66723000,0.0,0,0
2014-05-29,167.5588653208859,168.0654959550195,167.13083507742544,168.03929138183594,64377000,0.0,0,0
2014-05-30,167.88205695576946,168.41490546978784,167.74229035202237,168.31007385253906,76316000,0.0,0,0
2014-06-02,168.54592177007268,168.58087008408768,167.68987468097578,168.5022430419922,64656000,0.0,0,0
2014-06-03,168.09167457378905,168.5022305954422,167.93444715896467,168.41488647460938,65047000,0.0,0,0
2014-06-04,168.12664830465818,168.85167259445353,167.95194670770354,168.75558471679688,55529000,0.0,0,0
2014-06-05,168.9477449538284,170.03090275278288,168.32753901339782,169.856201171875,92103000,0.0,0,0
2014-06-06,170.22307475182444,170.71224449917327,170.14446104147393,170.6685791015625,78696000,0.0,0,0
